id,name,name_en,name_cn,x_pos,y_pos,address,parking_count
ST0520,문화동 센트럴파크 2단지(209동),문화동 센트럴파크 2단지(209동),문화동 센트럴파크 2단지(209동),36.316509,127.409984,문화동 1-253,0
ST0521,문화동 BMK컨벤션,문화동 BMK컨벤션,문화동 BMK컨벤션,36.320017,127.404395,문화동 316-25,1
ST0522,문화1동 행정복지센터,문화1동 행정복지센터,문화1동 행정복지센터,36.315235,127.406430,문화동 284-169,0
ST0523,태평동 푸른뫼아파트 버스정류장(곰바우식당),태평동 푸른뫼아파트 버스정류장(곰바우식당),태평동 푸른뫼아파트 버스정류장(곰바우식당),36.328537,127.398862,태평동 339-31,0
ST0524,태평동 한국정형외과 ,태평동 한국정형외과 ,태평동 한국정형외과 ,36.327252,127.399672,태평동 258-8,0
ST0525,태평동 유등마을(112동),태평동 유등마을(112동),태평동 유등마을(112동),36.330758,127.398262,태평동 254-4,0
ST0527,태평중학교 버스정류장,태평중학교 버스정류장,태평중학교 버스정류장,36.329639,127.396745,태평동 343-3,1
ST0528,태평동 호암컨벤션,태평동 호암컨벤션,태평동 호암컨벤션,36.329596,127.396400,태평동 365-2,0
ST0529,태평동 어린이공원,태평동 어린이공원,태평동 어린이공원,36.328695,127.393671,태평동 368,0
ST0531,태평동 행정복지센터,태평동 행정복지센터,태평동 행정복지센터,36.326136,127.396989,태평동 331-34,0
ST0532,산성동 원마트,산성동 원마트,산성동 원마트,36.310933,127.391875,산성동 134-33,0
ST0533,산성동 한소망교회,산성동 한소망교회,산성동 한소망교회,36.310262,127.390290,산성동 132-3,0
ST0534,산성동 당대어린이공원,산성동 당대어린이공원,산성동 당대어린이공원,36.308753,127.391481,산성동 36-2,1
ST0535,산성동 당디숯불갈비,산성동 당디숯불갈비,산성동 당디숯불갈비,36.310054,127.388576,산성동 144-9,0
ST0536,유천동 버드내공원,유천동 버드내공원,유천동 버드내공원,36.312883,127.395984,유천동 275-5,1
ST0537,충남대학병원 동문 버스정류장,충남대학병원 동문 버스정류장,충남대학병원 동문 버스정류장,36.317438,127.417701,대사동 640,1
ST0538,용두동 희영빌딩,용두동 희영빌딩,용두동 희영빌딩,36.326642,127.407761,용두동 32-3,0
ST0539,용두동 정담치과,용두동 정담치과,용두동 정담치과,36.322994,127.415387,용두동 12-1,0
ST0540,문화동 센트럴스타클래스,문화동 센트럴스타클래스,문화동 센트럴스타클래스,36.322622,127.415101,문화동 1-9,1
ST0541,대흥오거리 피자2001,대흥오거리 피자2001,대흥오거리 피자2001,36.322846,127.422736,대흥동 508-88,0
ST0542,대흥동 드림시티,대흥동 드림시티,대흥동 드림시티,36.324053,127.426964,대흥동 437,0
ST0543,대흥동 YWCA ,대흥동 YWCA ,대흥동 YWCA ,36.323623,127.426457,대흥동 445-1,0
ST0545,대흥동 원예농협,대흥동 원예농협,대흥동 원예농협,36.321892,127.429644,대흥동 40-10,1
ST0546,대흥동 자이아파트 2단지 공원,대흥동 자이아파트 2단지 공원,대흥동 자이아파트 2단지 공원,36.320888,127.427149,대흥동 914,0
ST0547,대사동 느티나무 보호수,대사동 느티나무 보호수,대사동 느티나무 보호수,36.317786,127.425913,대사동 104-8,0
ST0548,대전중학교 건너편(보문오거리 방면),대전중학교 건너편(보문오거리 방면),대전중학교 건너편(보문오거리 방면),36.320298,127.424093,대흥동 330-18,0
ST0549,대흥동 동네방네식당,대흥동 동네방네식당,대흥동 동네방네식당,36.319064,127.425097,대흥동 336-20,0
ST0550,대흥동 대전시 노인복지관,대흥동 대전시 노인복지관,대흥동 대전시 노인복지관,36.320702,127.420424,대흥동 297-5,0
ST0551,대흥동 세광교회,대흥동 세광교회,대흥동 세광교회,36.319166,127.424723,대흥동 334-1,0
ST0552,보문산 진입로 주차장,보문산 진입로 주차장,보문산 진입로 주차장,36.315025,127.424340,대사동 145-1,0
ST0553,부사동 우체국,부사동 우체국,부사동 우체국,36.318666,127.431882,부사동 94-40,0
ST0554,문창동 행정복지센터,문창동 행정복지센터,문창동 행정복지센터,36.316141,127.437690,문창동 116-15,0
ST0555,안골네거리 다이소,안골네거리 다이소,안골네거리 다이소,36.334292,127.371311,내동 160-19,0
ST0556,내동 장난감할인마트,내동 장난감할인마트,내동 장난감할인마트,36.334194,127.369250,내동 155-9,0
ST0557,변동 평화어린이공원,변동 평화어린이공원,변동 평화어린이공원,36.330216,127.368221,변동 254-364,0
ST0558,변동 목운어린이공원,변동 목운어린이공원,변동 목운어린이공원,36.331798,127.368775,변동 254-182,1
ST0559,변동 시온성교회,변동 시온성교회,변동 시온성교회,36.327971,127.370374,변동 252-116,0
ST0560,변동 수정재,변동 수정재,변동 수정재,36.329611,127.370752,변동 250,0
ST0561,도마동 대아아파트(104동),도마동 대아아파트(104동),도마동 대아아파트(104동),36.325565,127.370232,도마동 409-9,0
ST0562,서대전여고 목운주택입구 방면 정류장,서대전여고 목운주택입구 방면 정류장,서대전여고 목운주택입구 방면 정류장,36.326690,127.370918,도마동 14-21,0
ST0563,도마동 경남아파트(102동),도마동 경남아파트(102동),도마동 경남아파트(102동),36.321550,127.370012,도마동 211,0
ST0564,도마동 정철어학원,도마동 정철어학원,도마동 정철어학원,36.323368,127.370419,도마동 25-2,0
ST0565,도마동 경남아파트 2단지(106동),도마동 경남아파트 2단지(106동),도마동 경남아파트 2단지(106동),36.322433,127.368590,도마동 211,0
ST0566,도마동 경남아파트 2단지(112동),도마동 경남아파트 2단지(112동),도마동 경남아파트 2단지(112동),36.322638,127.368466,도마동 193,0
ST0568,도마동 경남아파트 1단지(3동),도마동 경남아파트 1단지(3동),도마동 경남아파트 1단지(3동),36.320815,127.370582,도마동 205,0
ST0569,도마동 경남아파트 2단지(113동),도마동 경남아파트 2단지(113동),도마동 경남아파트 2단지(113동),36.320684,127.370318,도마동 214,0
ST0570,도마동 공굴안 정류장(복음양지아파트 방면),도마동 공굴안 정류장(복음양지아파트 방면),도마동 공굴안 정류장(복음양지아파트 방면),36.313298,127.369122,도마동 317-548,2
ST0571,대전운전면허시험장,대전운전면허시험장,대전운전면허시험장,36.286054,127.462647,대별동 364-2,0
ST0572,대성동 대별교 SK남대전IC충전소,대성동 대별교 SK남대전IC충전소,대성동 대별교 SK남대전IC충전소,36.290143,127.463398,대성동 266,0
ST0573,은어송코오롱하늘채2차아파트 103동,은어송코오롱하늘채2차아파트 103동,은어송코오롱하늘채2차아파트 103동,36.298454,127.458833,대성동 420,0
ST0574,가오동 오토카센타,가오동 오토카센타,가오동 오토카센타,36.303655,127.454675,가오동 372-3,0
ST0575,가오동 킹스 불가마사우나,가오동 킹스 불가마사우나,가오동 킹스 불가마사우나,36.309410,127.455016,가오동 116,0
ST0576,가오고등학교 건너편,가오고등학교 건너편,가오고등학교 건너편,36.310242,127.455518,가오동 472,0
ST0577,동구청,동구청,동구청,36.311298,127.455380,가오동 425,2
ST0578,은어송마을 6단지(602동),은어송마을 6단지(602동),은어송마을 6단지(602동),36.310186,127.456731,가오동 497,0
ST0579,가오30호 어린이공원,가오30호 어린이공원,가오30호 어린이공원,36.310788,127.456258,가오동 473,0
ST0580,은어송마을 3단지 상가,은어송마을 3단지 상가,은어송마을 3단지 상가,36.310467,127.459805,가오동 496,0
ST0581,은어송마을 5단지 우미린 입구,은어송마을 5단지 우미린 입구,은어송마을 5단지 우미린 입구,36.308510,127.459239,가오동 556,0
ST0582,가오동 신한은행(99),가오동 신한은행(99),가오동 신한은행(99),36.306366,127.457102,가오동 644,0
ST0583,KB국민은행 가오동지점,KB국민은행 가오동지점,KB국민은행 가오동지점,36.307130,127.456281,가오동 604,0
ST0584,은어송네거리 국민은행 건너편,은어송네거리 국민은행 건너편,은어송네거리 국민은행 건너편,36.307283,127.456628,가오동 549,0
ST0585,은어송마을입구(98),은어송마을입구(98),은어송마을입구(98),36.305539,127.454574,가오동 619,2
ST0586,가오동 엔제리너스,가오동 엔제리너스,가오동 엔제리너스,36.305386,127.454794,가오동 663,0
ST0587,천동주공아파트(7동),천동주공아파트(7동),천동주공아파트(7동),36.309428,127.449306,천동 507-21,0
ST0588,천동주공아파트 정류장(14동),천동주공아파트 정류장(14동),천동주공아파트 정류장(14동),36.308087,127.450618,가오동 398-15,1
ST0589,가오동 도원빌라,가오동 도원빌라,가오동 도원빌라,36.309749,127.452955,가오동 136-1,0
ST0590,낭월동 석천들아파트(101동),낭월동 석천들아파트(101동),낭월동 석천들아파트(101동),36.276395,127.468364,낭월동 611,0
ST0591,낭월동 석천들아파트 건너편(112동),낭월동 석천들아파트 건너편(112동),낭월동 석천들아파트 건너편(112동),36.276448,127.467080,낭월동 738,0
ST0592,낭월동 옥토끼 어린이공원,낭월동 옥토끼 어린이공원,낭월동 옥토끼 어린이공원,36.275480,127.467179,낭월동 810,0
ST0593,낭월동 향기나무어린이집 공원,낭월동 향기나무어린이집 공원,낭월동 향기나무어린이집 공원,36.279226,127.467064,낭월동 574,0
ST0594,낭월3호어린이공원,낭월3호어린이공원,낭월3호어린이공원,36.281904,127.466440,낭월동 362,0
ST0595,대성동 현대무역 정류장,대성동 현대무역 정류장,대성동 현대무역 정류장,36.296016,127.459778,대성동 188-2,0
ST0596,대성동삼거리 옥계교방면 정류장,대성동삼거리 옥계교방면 정류장,대성동삼거리 옥계교방면 정류장,36.296466,127.459345,대성동 193-2,0
ST0597,옥계동 새마을금고(248),옥계동 새마을금고(248),옥계동 새마을금고(248),36.298918,127.454274,옥계동 46-15,0
ST0598,호동우체국 건너편(194),호동우체국 건너편(194),호동우체국 건너편(194),36.304743,127.449282,호동 19-5,0
ST0599,석교동 행정복지센터(193),석교동 행정복지센터(193),석교동 행정복지센터(193),36.309786,127.442032,대전광역시 중구 석교동 12-7,0
ST0600,중촌네거리(목동우체국 방면)(156),중촌네거리(목동우체국 방면)(156),중촌네거리(목동우체국 방면)(156),36.335998,127.414944,중촌동 398-3,2
ST0601,대전동부경찰서,대전동부경찰서,대전동부경찰서,36.322447,127.441701,인동 353,0
ST0602,대전동부경찰서 건너편,대전동부경찰서 건너편,대전동부경찰서 건너편,36.322629,127.441471,신인동 147-29,1
ST0603,판암동 미리내아파트(94),판암동 미리내아파트(94),판암동 미리내아파트(94),36.316857,127.454767,판암동 436-4,0
ST0604,판암역 2번출구,판암역 2번출구,판암역 2번출구,36.316709,127.458225,판암동 314,0
ST0605,은어송마을4단지(101),은어송마을4단지(101),은어송마을4단지(101),36.310099,127.461413,가오동 555,0
ST0606,용운국제수영장(255),용운국제수영장(255),용운국제수영장(255),36.324775,127.465210,용운동 392-2,0
ST0607,용운동 e편한세상 에코포레(114동),용운동 e편한세상 에코포레(114동),용운동 e편한세상 에코포레(114동),36.326879,127.464931,용운동 783,0
ST0608,용운동 e편한세상 에코포레 상가,용운동 e편한세상 에코포레 상가,용운동 e편한세상 에코포레 상가,36.327781,127.462087,용운동 783,0
ST0609,용운동 e편한세상 에코포레(101동),용운동 e편한세상 에코포레(101동),용운동 e편한세상 에코포레(101동),36.330637,127.463502,용운동 784,0
ST0610,용운동 선암어린이공원,용운동 선암어린이공원,용운동 선암어린이공원,36.325917,127.460065,용운동 377-7,0
ST0611,대전대 입구 용운119안전센터 ,대전대 입구 용운119안전센터 ,대전대 입구 용운119안전센터 ,36.331090,127.461373,용운동 174-18,0
ST0613,판암동 주공4차아파트(413동),판암동 주공4차아파트(413동),판암동 주공4차아파트(413동),36.322175,127.460763,판암동 242,1
ST0615,용운종합사회복지관 맞은편,용운종합사회복지관,용운종합사회복지관,36.327910,127.454363,용운동 459,0
ST0616,용운동 용방마을(315동),용운동 용방마을(315동),용운동 용방마을(315동),36.326776,127.450476,용운동 460,0
ST0617,용운동 기쁨음악학원 정류장,용운동 기쁨음악학원 정류장,용운동 기쁨음악학원 정류장,36.327180,127.449978,용운동 492-5,1
ST0618,대동 펜타뷰(107동),대동 펜타뷰(107동),대동 펜타뷰(107동),36.327838,127.446551,대동 535,0
ST0619,용운동 용수골장작불가마 정류장,용운동 용수골장작불가마 정류장,용운동 용수골장작불가마 정류장,36.333754,127.455555,용운동 712,0
ST0620,용운동 빅하우스 빌라 정류장,용운동 빅하우스 빌라 정류장,용운동 빅하우스 빌라 정류장,36.337688,127.457219,용운동 590,0
ST0621,용운동 연광사 건너편 정류장,용운동 연광사 건너편 정류장,용운동 연광사 건너편 정류장,36.332882,127.453455,용운동 726,0
ST0622,용운동 모닝빌(A동),용운동 모닝빌(A동),용운동 모닝빌(A동),36.331233,127.454531,용운동 691-1,0
ST0623,우송대 서문 건너편(244),우송대 서문 건너편(244),우송대 서문 건너편(244),36.338902,127.445039,가양동 308-9,0
ST0624,성남동 휴먼시아 스마트빌 정류장(104동),성남동 휴먼시아 스마트빌 정류장(104동),성남동 휴먼시아 스마트빌 정류장(104동),36.343690,127.433993,성남동 528,0
ST0625,성남동 스마트뷰(110동),성남동 스마트뷰(110동),성남동 스마트뷰(110동),36.341915,127.433000,성남동 528,0
ST0626,삼성동 주공삼성타운(201동),삼성동 주공삼성타운(201동),삼성동 주공삼성타운(201동),36.341109,127.431927,삼성동 481,1
ST0627,대전역 동광장 버스정류장,대전역 동광장 버스정류장,대전역 동광장 버스정류장,36.333797,127.437407,소제동 299-648,7
ST0628,신안동 대전화병원(베스티안 화상병원),신안동 대전화병원(베스티안 화상병원),신안동 대전화병원(베스티안 화상병원),36.328635,127.439549,신안동 293-1,0
ST0629,천동초등학교(천동휴먼시아 방면) 정류장,천동초등학교(천동휴먼시아 방면) 정류장,천동초등학교(천동휴먼시아 방면) 정류장,36.315852,127.444459,천동 209-2,1
ST0630,천동 휴먼시아2단지아파트 103동,천동 휴먼시아2단지아파트 103동,천동 휴먼시아2단지아파트 103동,36.313949,127.445733,천동 528,0
ST0632,효동 현대아파트 상가,효동 현대아파트 상가,효동 현대아파트 상가,36.318280,127.442156,효동 135-18,0
ST0633,효동 현대아파트(104동),효동 현대아파트(104동),효동 현대아파트(104동),36.318002,127.439617,효동 135-1,3
ST0634,인동 현대아파트(104동),인동 현대아파트(104동),인동 현대아파트(104동),36.319666,127.438916,인동 179-1,1
ST0636,인동네거리 일육우드,인동네거리 일육우드,인동네거리 일육우드,36.321705,127.438225,인동 113-2,0
ST0638,인동 하나은행,인동 하나은행,인동 하나은행,36.321993,127.437513,인동 40-4,0
ST0639,원동네거리 요양병원,원동네거리 요양병원,원동네거리 요양병원,36.326460,127.435608,인동 6-1,0
ST0640,인동 참좋은아파트 정류장,인동 참좋은아파트 정류장,인동 참좋은아파트 정류장,36.323523,127.437069,인동 18-1,0
ST0641,원동 중앙프라자 정류장,원동 중앙프라자 정류장,원동 중앙프라자 정류장,36.328334,127.434065,원동 48-1,0
ST0642,정동 하나은행 건너편,정동 하나은행 건너편,정동 하나은행 건너편,36.334298,127.431441,정동 2-1,1
ST0643,문지동 국립문화재연구원,문지동 국립문화재연구원,문지동 국립문화재연구원,36.390565,127.392119,문지동 472,2
ST0644,삼성동 한밭자이아파트 정문 건너편,삼성동 한밭자이아파트 정문 건너편,삼성동 한밭자이아파트 정문 건너편,36.341018,127.425788,삼성동 304-12,1
ST0645,삼성신협 본점,삼성신협 본점,삼성신협 본점,36.340170,127.426522,삼성동 306-1,1
ST0646,삼성네거리(한밭자이아파트 방면) 정류장,삼성네거리(한밭자이아파트 방면) 정류장,삼성네거리(한밭자이아파트 방면) 정류장,36.338717,127.429027,삼성동 457,0
ST0647,대전보건대(225),대전보건대(225),대전보건대(225),36.349253,127.451694,가양동 88-1,0
ST0648,가양2동 행정복지센터 건너편(236),가양2동 행정복지센터 건너편(236),가양2동 행정복지센터 건너편(236),36.349025,127.448029,가양동 55-3,0
ST0649,명석고네거리 원한의원 정류장,명석고네거리 원한의원 정류장,명석고네거리 원한의원 정류장,36.354318,127.454254,가양동 47-63,0
ST0650,비래동 제1공영주차장,비래동 제1공영주차장,비래동 제1공영주차장,36.354477,127.453147,비래동 143-7,0
ST0651,비래동 산림조합(비래휴플러스아파트 104동)(185),비래동 산림조합(비래휴플러스아파트 104동)(185),비래동 산림조합(비래휴플러스아파트 104동)(185),36.355158,127.445896,비래동 509-1,0
ST0652,비래동 삼호아파트 정류장(1동),비래동 삼호아파트 정류장(1동),비래동 삼호아파트 정류장(1동),36.354440,127.447812,비래동 124-1,0
ST0653,비래동 금성백조 1차 입구 정류장,비래동 금성백조 1차 입구 정류장,비래동 금성백조 1차 입구 정류장,36.356287,127.454745,비래동 149-23,0
ST0655,비래동 금성백조 2차(103동),비래동 금성백조 2차(103동),비래동 금성백조 2차(103동),36.357743,127.451331,비래동 136-1,0
ST0656,비래동 비래프라자,비래동 비래프라자,비래동 비래프라자,36.354552,127.449529,비래동 140-7,1
ST0657,용전동 종근당빌딩,용전동 종근당빌딩,용전동 종근당빌딩,36.353404,127.439664,용전동 21-3,0
ST0658,용전동 LG전자 동대전서비스센터,용전동 LG전자 동대전서비스센터,용전동 LG전자 동대전서비스센터,36.355014,127.437729,용전동 20-1,0
ST0659,한전 대전세종충남지역본부 입구 정류장,한전 대전세종충남지역본부 입구 정류장,한전 대전세종충남지역본부 입구 정류장,36.357675,127.434544,용전동 12-9,0
ST0660,용전초등학교 입구 정류장,용전초등학교 입구 정류장,용전초등학교 입구 정류장,36.355568,127.432564,용전동 42-13,0
ST0661,용전동우체국,용전동우체국,용전동우체국,36.354710,127.432884,용전동 123-8,0
ST0662,용전노인정,용전노인정,용전노인정,36.351448,127.433624,용전동 132-3,0
ST0663,홍도동 시영아파트 2동 정류장,홍도동 시영아파트 2동 정류장,홍도동 시영아파트 2동 정류장,36.345421,127.421516,홍도동 135-1,0
ST0664,홍도동 시영아파트 1동 건너편 정류장,홍도동 시영아파트 1동 건너편 정류장,홍도동 시영아파트 1동 건너편 정류장,36.345572,127.422128,홍도동 140-14,0
ST0665,오정동 오정신용협동조합,오정동 오정신용협동조합,오정동 오정신용협동조합,36.348127,127.415345,오정동 372-4,2
ST0666,가양동 대주파크빌 정류장(102동),가양동 대주파크빌 정류장(102동),가양동 대주파크빌 정류장(102동),36.342924,127.447830,가양동 652-1,0
ST0667,가양요양병원 정류장,가양요양병원 정류장,가양요양병원 정류장,36.346095,127.446903,가양동 391-8,0
ST0668,가양네거리 현대자동차 대전서비스센터,가양네거리 현대자동차 대전서비스센터,가양네거리 현대자동차 대전서비스센터,36.344740,127.446127,가양동 411-1,0
ST0669,가양네거리 양반고을,가양네거리 양반고을,가양네거리 양반고을,36.345570,127.446389,가양동 402-2,0
ST0670,동부터미널 건너편 선샤인 호텔 웨딩홀,동부터미널 건너편 선샤인 호텔 웨딩홀,동부터미널 건너편 선샤인 호텔 웨딩홀,36.349275,127.437782,대전광역시 동구 가양동 636,0
ST0671,가양1동 행정복지센터,가양1동 행정복지센터,가양1동 행정복지센터,36.346923,127.441359,가양동 432-9,2
ST0672,가양동 아침마을(116동),가양동 아침마을(116동),가양동 아침마을(116동),36.340707,127.441737,가양동 705,0
ST0673,가양동 아침마을 건너편(116동),가양동 아침마을 건너편(116동),가양동 아침마을 건너편(116동),36.339958,127.441340,가양동 592-17,0
ST0674,동구국민체육센터 건너편,동구국민체육센터 건너편,동구국민체육센터 건너편,36.339091,127.438947,가양동 588-8,0
ST0675,신흥역 2번출구,신흥역 2번출구,신흥역 2번출구,36.319737,127.447964,판암동 609-7,1
ST0676,신흥역 1번출구,신흥역 1번출구,신흥역 1번출구,36.319294,127.448996,판암동 609-7,0
ST0677,신흥역 4번출구,신흥역 4번출구,신흥역 4번출구,36.319865,127.448917,판암동 596-15,0
ST0678,가양동 와와툴코리아,가양동 와와툴코리아,가양동 와와툴코리아,36.348707,127.443426,가양동 429-4,0
ST0679,가양도서관 버스정류장,가양도서관 버스정류장,가양도서관 버스정류장,36.348545,127.444001,가양동 422-7,0
ST0680,대전여자상업고등학교 정류장,대전여자상업고등학교 정류장,대전여자상업고등학교 정류장,36.332995,127.420758,선화동 79-1,0
ST0681,선화동 대전상호저축은행,선화동 대전상호저축은행,선화동 대전상호저축은행,36.330542,127.423302,선화동 12-3,0
ST0682,농협중앙회 대전본부,농협중앙회  대전본부,농협중앙회 대전본부,36.327610,127.422466,선화동 227,0
ST0683,중구청 건너편 정류장,중구청 건너편 정류장,중구청 건너편 정류장,36.325096,127.422422,대흥동 467-1,1
ST0684,대흥동 우체국,대흥동 우체국,대흥동 우체국,36.325408,127.431979,대흥동 103-1,1
ST0685,대흥동 이안과병원 정류장,대흥동 이안과병원 정류장,대흥동 이안과병원 정류장,36.326057,127.427569,대흥동 156-2,2
ST0686,오룡역 1번출구,오룡역 1번출구,오룡역 1번출구,36.328108,127.405279,오류동 187-4,2
ST0687,용문역 1번출구,용문역 1번출구,용문역 1번출구,36.337799,127.393557,용문동 257-2,0
ST0689,탄방역 5번출구,탄방역 5번출구,탄방역 5번출구,36.344964,127.385206,탄방동 666,0
ST0690,탄방역 1번출구,탄방역 1번출구,탄방역 1번출구,36.345282,127.384469,탄방동 652,0
ST0691,탄방역 3번출구,탄방역 3번출구,탄방역 3번출구,36.345641,127.384818,탄방동 1453,0
ST0692,수통골삼거리 공영주차장,수통골삼거리 공영주차장,수통골삼거리 공영주차장,36.347516,127.296977,덕명동 595,0
ST0693,계산동 오투그란데 리빙포레(308동),계산동 오투그란데 리빙포레(308동),계산동 오투그란데 리빙포레(308동),36.344236,127.302948,계산동 722,0
ST0694,계산동 오투그란데 미학(210동),계산동 오투그란데 미학(210동),계산동 오투그란데 미학(210동),36.344169,127.302562,계산동 721,0
ST0695,계산동 한아름마트,계산동 한아름마트,계산동 한아름마트,36.341399,127.303138,계산동 802-5,0
ST0696,계산동 학하리슈빌 학의뜰 입구,계산동 학하리슈빌 학의뜰 입구,계산동 학하리슈빌 학의뜰 입구,36.337710,127.303088,계산동 749,5
ST0697,학하네거리 학의뜰 방향 정류장,학하네거리 학의뜰 방향 정류장,학하네거리 학의뜰 방향 정류장,36.340988,127.304846,계산동 803-14,2
ST0698,한밭대학교 미래동 후문,한밭대학교 미래동 후문,한밭대학교 미래동 후문,36.346023,127.303663,덕명동 608-1,0
ST0699,한밭대학교 1차 BTL 학생생활관 입구,한밭대학교 1차 BTL 학생생활관 입구,한밭대학교 1차 BTL 학생생활관 입구,36.345347,127.304752,덕명동 609-2,0
ST0700,덕명공영주차장,덕명공영주차장,덕명공영주차장,36.359446,127.301643,덕명동 513,0
ST0701,구암동 왕가교,구암동 왕가교,구암동 왕가교,36.358792,127.307842,구암동 671-5,0
ST0702,갈마역 3번출구,갈마역 3번출구,갈마역 3번출구,36.357968,127.371768,월평동 301,0
ST0704,월평역 4번출구,월평역 4번출구,월평역 4번출구,36.358385,127.364689,월평동 312-1,0
ST0705,월평동 사정어린이공원,월평동 사정어린이공원,월평동 사정어린이공원,36.356710,127.365804,월평동 599,0
ST0706,월평중학교(갈마역 방면) 정류장,월평중학교(갈마역 방면) 정류장,월평중학교(갈마역 방면) 정류장,36.357834,127.366558,월평동 617,0
ST0707,갈마초교삼거리(갈마네거리방면) 정류장,갈마초교삼거리(갈마네거리방면) 정류장,갈마초교삼거리(갈마네거리방면) 정류장,36.354779,127.369015,갈마동 263-9,2
ST0708,갈마네거리(갈마초방면) 정류장,갈마네거리(갈마초방면) 정류장,갈마네거리(갈마초방면) 정류장,36.353789,127.369215,갈마동 265-34,0
ST0709,파랑새아파트 서측입구,파랑새아파트 서측입구,파랑새아파트 서측입구,36.356397,127.374490,둔산동 957,0
ST0710,향촌아파트 116동 정류장,향촌아파트 116동 정류장,향촌아파트 116동 정류장,36.354981,127.374504,둔산동 970,0
ST0711,갑천역 3번출구,갑천역 3번출구,갑천역 3번출구,36.354661,127.354334,월평동 1011,0
ST0712,패션월드(39),패션월드(39),패션월드(39),36.351202,127.351709,월평동 1498,0
ST0713,갈마지구대,갈마지구대,갈마지구대,36.352519,127.368467,갈마동 293-12,0
ST0714,갈마중학교입구(상수도사업본부 방면)정류장,갈마중학교입구(상수도사업본부 방면)정류장,갈마중학교입구(상수도사업본부 방면)정류장,36.349516,127.368080,갈마동 337-6,0
ST0715,상수도사업본부(갈마중학교입구 방면)정류장,상수도사업본부(갈마중학교입구 방면)정류장,상수도사업본부(갈마중학교입구 방면)정류장,36.346465,127.368540,갈마동 378-32,0
ST0716,갈마동 양녕요양병원,갈마동 양녕요양병원,갈마동 양녕요양병원,36.344851,127.368634,갈마동 393-18,1
ST0717,갈마동 서구보훈회관 건너편,갈마동 서구보훈회관 건너편,갈마동 서구보훈회관 건너편,36.348199,127.368150,갈마동 366-5,0
ST0718,갈마동 서구보훈회관 공원,갈마동 서구보훈회관 공원,갈마동 서구보훈회관 공원,36.348589,127.368438,갈마동 393-1,0
ST0719,갈마동 굿에프터눈안경원,갈마동 굿에프터눈안경원,갈마동 굿에프터눈안경원,36.342224,127.371818,갈마동 403-17,0
ST0720,대흥교 원동네거리 방면,대흥교 원동네거리 방면,대흥교 원동네거리 방면,36.326169,127.433233,원동 85-44,0
ST0721,덕암동 대청새마을금고 새뜸지점,덕암동 대청새마을금고 새뜸지점,덕암동 대청새마을금고 새뜸지점,36.448075,127.419894,덕암동 1-3,0
ST0723,자연애마트 신탄진점,자연애마트 신탄진점,자연애마트 신탄진점,36.444127,127.425365,덕암동 12-1,0
ST0724,석봉문화센터(211),석봉문화센터(211),석봉문화센터(211),36.447280,127.426213,석봉동 188-13,0
ST0726,신탄진역(127),신탄진역(127),신탄진역(127),36.448314,127.429185,신탄진동 147-5,0
ST0727,신탄진동 행정복지센터(126),신탄진동 행정복지센터(126),신탄진동 행정복지센터(126),36.451693,127.428899,신탄진동 120-1,0
ST0728,대전보훈병원 재활체육센터 정류장,대전보훈병원 재활체육센터 정류장,대전보훈병원 재활체육센터 정류장,36.448376,127.438944,신탄진동 220,0
ST0729,금강로하스엘크루아파트 104동,금강로하스엘크루아파트 104동,금강로하스엘크루아파트 104동,36.452986,127.423797,석봉동 771,0
ST0730,신탄진복합문화커뮤니티센터,신탄진복합문화커뮤니티센터,신탄진복합문화커뮤니티센터,36.450359,127.423517,석봉동 774,0
ST0731,용문동 도산서원(남선공원네거리 방면) 정류장,용문동 도산서원(남선공원네거리 방면) 정류장,용문동 도산서원(남선공원네거리 방면) 정류장,36.343026,127.399600,용문동 212-12,0
ST0732,탄방동 하마모터스,탄방동 하마모터스,탄방동 하마모터스,36.343215,127.391343,탄방동 57-1,0
ST0733,용문역 6번출구(둔산전자타운),용문역 6번출구(둔산전자타운),용문역 6번출구(둔산전자타운),36.339592,127.394666,탄방동 78-2,1
ST0734,LG유플러스 대전오류사옥 정류장,LG유플러스 대전오류사옥 정류장,LG유플러스 대전오류사옥 정류장,36.330056,127.402976,오류동 188-24,0
ST0735,롯데백화점 뒤 우정어린이공원,롯데백화점 뒤 우정어린이공원,롯데백화점 뒤 우정어린이공원,36.339969,127.388785,용문동 249-11,2
ST0736,KT인재개발원(갈마동 방면) 정류장,KT인재개발원(갈마동 방면) 정류장,KT인재개발원(갈마동 방면) 정류장,36.338834,127.375721,괴정동 129-27,0
ST0737,롯데백화점,롯데백화점,롯데백화점,36.341172,127.389432,괴정동 423-1,1
ST0738,갈마동 서부농협하나로마트,갈마동 서부농협하나로마트,갈마동 서부농협하나로마트,36.354004,127.367723,갈마동 261-15,1
ST0739,초록마을1단지예미지아파트 101동,초록마을1단지예미지아파트 101동,초록마을1단지예미지아파트 101동,36.303792,127.379024,복수동 611,0
ST0740,초록마을5단지중흥S클래스아파트 정류장,초록마을5단지중흥S클래스아파트 정류장,초록마을5단지중흥S클래스아파트 정류장,36.298323,127.376700,복수동 602,0
ST0741,유성여고 입구,유성여고 입구,유성여고 입구,36.380735,127.327042,죽동 613-3,0
